variables = x y Den P T Ma u v E H
zone i=197 and j=30
2.898999737583448e-05 2.467954458536125e-05 1.154359727618752 95429.10966907436 287.9831177025534 0.02152434310480467 -9.650973951669251e-05 1.371229958929687e-05 206698.065911779 289366.499679474 9260058.825904928 -93720.15203181878
2.977896571753431e-05 2.453897892477663e-05 1.155363595553315 95506.95522040402 287.9676124828684 0.01817889599742448 -0.0001027436890395084 1.795789370728773e-05 206679.2326522381 289343.2154915703 8169920.569042362 -50775.68434435535
3.056302334890785e-05 2.437319780454559e-05 1.156353575970766 95582.68379813802 287.9492148412605 0.0150364826126847 -0.0001081119486554538 2.250251285557114e-05 206659.9695493592 289318.6711616914 7107326.341199129 -16938.56972745066
3.134136459773768e-05 2.418237157597574e-05 1.15731766894777 95655.29384794945 287.9279022197102 0.01211730579639898 -0.0001125350380082324 2.728049286787604e-05 206640.0678082147 289292.6514194047 6085646.347941081 11161.66628211548
3.211318966577581e-05 2.396669632591652e-05 1.158245778578034 95723.97694801909 287.903758512324 0.009437518080799625 -0.0001159698427817268 3.2244056801356e-05 206619.3795778936 289265.0324964413 5117096.623593707 36465.41808869159
3.287770545059052e-05 2.372639367526672e-05 1.159129687825974 95788.13134808888 287.8770205171683 0.007008846099827116 -0.0001184121882076283 3.737348505356008e-05 206597.8620213795 289235.8395310378 4212348.880707731 61372.75061624299
3.363412636053269e-05 2.346171055124401e-05 1.159962851505131 95847.35352022352 287.8481034163497 0.004838482497398967 -0.0001199045869731408 4.268331667653391e-05 206575.6057290089 289205.2822957062 3380176.724733186 87634.58644326704
3.438167512198435e-05 2.317291893365054e-05 1.160740226990025 95901.4283840468 287.817612972264 0.002929434370613591 -0.0001205354279379123 4.820604142168061e-05 206552.8519918919 289173.7759717101 2627179.144457269 116319.3564272883
3.511958357805985e-05 2.286031557539531e-05 1.161458008307283 95950.29745493867 287.7863155892503 0.001286068559702265 -0.0001204099300209163 5.400029935411985e-05 206529.9779391664 289141.9176922165 1957591.695623204 147858.7714563197
3.584709347793896e-05 2.252422169756048e-05 1.16211367304502 95994.04401491713 287.7550822095834 0.0006565638314133215 -0.0001196063818312693 6.010490364669052e-05 206507.460573662 289110.4344727451 1373304.048505274 182018.6413228571
3.656345725602088e-05 2.2164982659325e-05 1.162706228566908 96032.89131714162 287.7248222955672 0.001297855571070499 -0.000118204171864561 6.628341918021169e-05 206485.8315259491 289080.1190141146 873949.3219073412 217848.8160197334
3.726793880009845e-05 2.178296760308473e-05 1.163235594849244 96067.11056555281 287.6963614689588 0.002223358607450907 -0.0001160832274220425 7.187958188938082e-05 206465.5892497498 289051.7067730292 456988.8500319219 254015.6157555024
3.795981420776311e-05 2.137856907513366e-05 1.163702386511309 96096.97460872523 287.6703575387799 0.002939611473285361 -0.000112700319814113 7.577016176113505e-05 206447.1370512397 289025.7898863218 118065.8430490217 289250.6978753802
3.863837253026372e-05 2.095220262229601e-05 1.164108116866818 96122.76023078052 287.6472577422278 0.003461345518209067 -0.0001069996478849089 7.629522604124528e-05 206430.7496767344 289002.7714842183 -148562.2194002102 322594.7642020151
3.930291650305424e-05 2.05043063649239e-05 1.164454951577637 96144.71622815011 287.6272648076009 0.003808196129500819 -9.744815723167211e-05 7.130154811668676e-05 206416.5457837031 288982.828419373 -349558.8458712227 353662.5754024953
3.99527632622804e-05 2.003534054669892e-05 1.164745723123264 96163.07217996442 287.6103601543163 0.004003231447711227 -8.225396887134862e-05 5.834100120907793e-05 206404.5013737498 288965.9313596478 -492124.3800603886 382790.2838828122
4.058724504646834e-05 1.954578706170074e-05 1.164983836226135 96178.04399959045 287.596344147108 0.004073078836756004 -5.958058205846051e-05 3.518326403473271e-05 206394.4751175611 288951.8816684299 -583846.9623925094 411094.2668836572
4.120570988269471e-05 1.903614895922836e-05 1.165173154001658 96189.84440938458 287.5848956080634 0.004047766874519054 -2.826611376349764e-05 2.244998501266249e-07 206386.2472150998 288940.3673483505 -632531.6490394273 440412.5810206843
4.180752225653292e-05 1.850694992688289e-05 1.165318183215088 96198.72230402677 287.5756437010059 0.003960022369096435 1.181357710466902e-05 -4.715238756577977e-05 206379.567066503 288931.0313473138 -646209.6322869834 472946.4929042677
4.239206376508715e-05 1.795873375244319e-05 1.165424055063673 96204.97879361128 287.568220465224 0.003843048689140696 5.95191982018517e-05 -0.000106137452988958 206374.1870582867 288923.5204250339 -633087.380262079 510924.1736632773
4.295873375244319e-05 1.739206376508716e-05 1.165496414087747 96208.97158295009 287.5623011201625 0.003728027472251554 0.0001123368536032066 -0.0001746048053474225 206369.8886472255 288917.5228067793 -601193.3830312744 556323.1780470668
4.350694992688289e-05 1.680752225653292e-05 1.165541297426749 96211.1123272262 287.5576257669854 0.00364158640801432 0.000166677782094643 -0.0002494020012946407 206366.4964564286 288912.7885090995 -558014.0121767826 610580.1047504105
4.403614895922836e-05 1.620570988269471e-05 1.165564820392683 96211.84071915798 287.5539993620466 0.00360357876099994 0.0002186540801941139 -0.0003268523522181599 206363.8779837637 288909.1290406329 -510058.296637027 674462.3460565226
4.454578706170075e-05 1.558724504646834e-05 1.16557284115257 96211.59421586397 287.5512838484723 0.003625978592626947 0.0002646261434146591 -0.0004031078991651171 206361.9385871134 288906.4101286558 -462447.3147452181 748097.8859317832
4.503534054669892e-05 1.49527632622804e-05 1.165570712465443 96210.78453672107 287.5493890784227 0.003713028008650158 0.0003016829872167781 -0.0004748244552806868 206360.615877335 288904.543506187 -418663.1669326643 831072.5811330954
4.550430636492389e-05 1.430291650305424e-05 1.165563057034589 96209.77445239564 287.5482588032061 0.003862556286626043 0.0003281922320299835 -0.0005391900860629018 206359.8704431787 288903.473615227 -380539.2506586532 922530.5327255622
4.595220262229601e-05 1.363837253026371e-05 1.165553679945554 96208.866384411 287.5478581598783 0.004067795675490093 0.0003435919679280752 -0.0005938482597128147 206359.6772698695 288903.1654332441 -348524.3098408523 1021252.485220294
4.637856907513366e-05 1.295981420776312e-05 1.165545687225377 96208.31067900168 287.548169121261 0.004319193744734899 0.0003482030186476581 -0.0006370103484000245 206360.0225581599 288903.5999861091 -322098.0734534407 1125718.65327231
4.678296760308474e-05 1.226793880009845e-05 1.165541599909519 96208.31283824121 287.549183946946 0.004605849777545305 0.000342906832692641 -0.0006671633892942341 206360.8989241691 288904.7676679794 -300213.5754887579 1234138.903956183
4.716498265932501e-05 1.156345725602088e-05 1.165543469415573 96209.04164684995 287.550900994732 0.004916429581925827 0.0003289087786337574 -0.0006831269985257404 206362.3022178858 288906.6638574335 -281667.7434544356 1344481.161743603
4.752422169756048e-05 1.084709347793895e-05 1.165552978237818 96210.63638177811 287.5533214159275 0.005239674087249554 0.0003076103784456496 -0.0006839867409761391 206364.229002611 288909.2854482671 -265345.5857699675 1454513.305614676
4.786031557539531e-05 1.011958357805984e-05 1.165571495757441 96213.21025483106 287.5564456680931 0.005564642004898588 0.0002805151974738518 -0.0006692148060583603 206366.6739817478 288912.6272752306 -250344.3403600079 1561859.22754981
4.817291893365054e-05 9.381675121984354e-06 1.165600101640039 96216.85141088738 287.5602707210526 0.005880844073936868 0.0002492032783303344 -0.0006387267811275299 206369.628049529 288916.6793627144 -236005.0370185844 1664074.087670477
4.846171055124401e-05 8.63412636053269e-06 1.165639580388663 96221.62149344728 287.5647871117557 0.006178371822321801 0.000215299530875096 -0.0005929789357624893 206373.0763927029 288921.4241810035 -221895.7066404397 1758728.7949375
4.872639367526672e-05 7.877705450590514e-06 1.165690412875504 96227.55444464186 287.5699774489801 0.006448038081073527 0.0001804332704438416 -0.0005329772070049588 206376.9977794404 288926.8355059446 -207771.9302034582 1843498.208379398
4.896669632591652e-05 7.113189665775805e-06 1.165752753212811 96234.65382286397 287.5758141096138 0.006681561662952877 0.0001461897983222604 -0.0004603293296802091 206381.363413759 288932.8766120647 -193538.5333106203 1916245.171951951
4.918237157597574e-05 6.341364597737688e-06 1.165826432746407 96242.89333871912 287.5822598659263 0.006871727809834285 0.0001140110452715892 -0.0003771412154329745 206386.1379517275 288939.5014688404 -179208.6752245698 1975096.079813178
4.937319780454559e-05 5.563023348907855e-06 1.165910940925762 96252.21452688736 287.5892656637966 0.007012577875063836 8.518193764583959e-05 -0.0002860200549765768 206391.2785294453 288946.6531308948 -164876.7793778571 2018502.901610906
4.953897892477663e-05 4.778965717534307e-06 1.1660054723313 96262.53174750572 287.5967739848278 0.007099497818346514 6.070541259919904e-05 -0.0001898911737191478 206396.7376962577 288954.2676363424 -150673.5257444284 2045290.726123844
4.967954458536126e-05 3.989997375834483e-06 1.166108898367294 96273.72907893424 287.6047165676496 0.007129359911243303 4.14249376655268e-05 -9.193046096778179e-05 206402.4622766727 288962.2722145821 -136740.393231598 2054686.683237853
4.979475034558114e-05 3.19692904211265e-06 1.16621979092792 96285.6617412085 287.613012846068 0.007100447234505596 2.766513334596932e-05 4.64522001708545e-06 206408.3924573158 288970.5839249081 -123267.6258870678 2046336.878398084
4.988447782372995e-05 2.400575647692042e-06 1.166336623584438 96298.17673445426 287.6215820047832 0.007012487440915573 1.924253911348567e-05 9.650610254752223e-05 206414.4706044948 288979.1219347878 -110424.1309855351 2020313.12534886
4.99486348187584e-05 1.601755499517824e-06 1.166457718304774 96311.10658378559 287.6303374500104 0.006866636942640995 1.599286542714601e-05 0.0001805226458169162 206420.6372791737 288987.8019475737 -98291.26180442784 1977082.233295043
4.99871554050172e-05 8.012894392913777e-07 1.166581264551543 96324.27137773662 287.6391882015535 0.006665275231329213 1.736556157038577e-05 0.0002539739073943448 206426.8319280898 288996.5372932277 -86902.34512544316 1917473.48095808
5e-05 1.5e-21 1.166705400640856 96337.48611452989 287.6480407819464 0.006411836878776028 2.239492834216119e-05 0.0003144721637612369 206432.9938636303 289005.2404504958 -76253.57907001086 1842639.090366987
4.99871554050172e-05 -8.012894392913779e-07 1.166828325197605 96350.57134867545 287.6568035288579 0.006110596593025698 2.994386602992935e-05 0.0003602078946016718 206439.0648713062 289013.8268923002 -66277.54897400348 1754003.984958561
4.99486348187584e-05 -1.601755499517822e-06 1.166948349249905 96363.3580783458 287.665388340891 0.005766508701912995 3.873145221306926e-05 0.0003898645430078229 206444.9899946609 289022.2163717971 -56822.07959928826 1653210.225473314
4.988447782372995e-05 -2.400575647692043e-06 1.167063901247414 96375.68805758313 287.6737103614481 0.005384940280780454 4.741306381262494e-05 0.0004027950101614386 206450.7167653704 289030.3320617278 -47657.8132857512 1542054.08373741
4.979475034558114e-05 -3.196929042112649e-06 1.167173583585879 96387.41972158803 287.6816917212227 0.004971474298239083 5.464672150527067e-05 0.000398970590314851 206456.1974501048 289038.103875599 -38484.60311157111 1422428.259331463
4.967954458536126e-05 -3.989997375834478e-06 1.167276178749078 96398.42866455246 287.6892614331643 0.004531685265694164 5.917684149921859e-05 0.0003790017008875601 206461.388585607 289045.4679726111 -28935.40589821417 1296263.412698016
4.953897892477663e-05 -4.778965717534306e-06 1.16737066971176 96408.61016631353 287.6963578875397 0.004070971061759743 5.991674781725964e-05 0.0003441071099274939 206466.2525059953 289052.3690011924 -18585.95279888973 1165476.250199102
4.937319780454559e-05 -5.563023348907858e-06 1.16745623203661 96417.87872804966 287.7029293954089 0.003594400286715744 5.60210971635236e-05 0.0002960588942381159 206470.7575644857 289058.7604767318 -6964.90460442636 1031922.816753057
4.918237157597574e-05 -6.341364597737683e-06 1.167532228900381 96426.16825489314 287.7089359423913 0.003106615073580605 4.695419260800082e-05 0.000237122717753363 206474.8793356879 289064.6064873108 6431.841824388874 897360.7634773311
4.896669632591652e-05 -7.113189665775809e-06 1.167598190628115 96433.43066090849 287.7143500538719 0.00261177371649804 3.25462455298825e-05 0.0001699818062565195 206478.6012607818 289069.8825872463 22125.21407616794 763419.8197615021
4.872639367526672e-05 -7.877705450590516e-06 1.167653794743908 96439.63471277265 287.7191582480455 0.002113561687845077 1.303797912784177e-05 9.764515645574456e-05 206481.915782968 289074.577349652 40633.90224850446 631582.3054316492
4.846171055124401e-05 -8.634126360532688e-06 1.167698839339719 96444.76419744367 287.7233621212713 0.001615297190273797 -1.088984674747426e-05 2.335552302751287e-05 206484.8252552714 289078.6935858036 62453.08953705469 503172.3773487515
4.817291893365054e-05 -9.381675121984351e-06 1.167733217597253 96448.81625991655 287.7269796601049 0.001120340583529442 -3.810307812515332e-05 -4.952342321253023e-05 206487.3430267017 289082.2498079314 88029.93557016822 379354.9761892676
4.786031557539531e-05 -1.011958357805984e-05 1.1677568918423 96451.79965021681 287.7300464008834 0.0006347727843044611 -6.70345128449424e-05 -0.0001176108150780092 206489.4944086158 289085.2815284534 117735.5548955122 261142.8687622335
4.752422169756048e-05 -1.084709347793895e-05 1.16776986733134 96453.73292306181 287.7326165173952 0.0002808146713819226 -9.574661562102016e-05 -0.0001776406444526607 206491.3175623333 289087.8424598168 151821.2402025458 149411.2657271681
4.716498265932501e-05 -1.156345725602088e-05 1.167772162700258 96454.64221152996 287.7347634633113 0.000380470136515474 -0.0001219620378894171 -0.0002266404396488175 206492.8640232273 289090.0052230054 190346.7175452216 44917.51025510013
4.678296760308473e-05 -1.226793880009845e-05 1.16776377642675 96454.55845626704 287.7365799757739 0.0008222588669292165 -0.0001431869855673118 -0.0002620600490384206 206494.1987046368 289091.8613524823 233131.0228212973 -51680.49471997446
4.637856907513366e-05 -1.295981420776312e-05 1.167744670208786 96453.51628378312 287.7381788332466 0.001271605741240167 -0.0001569477073078834 -0.0002819417047586759 206495.4003762693 289093.5219921411 279726.1263458162 -139800.324249112
4.595220262229601e-05 -1.363837253026372e-05 1.167714761643156 96451.55358339223 287.7396934088096 0.001706336880672482 -0.0001610350708870223 -0.000285137494587917 206496.5619411122 289095.1183310451 329355.80576729 -218903.2527332352
4.550430636492389e-05 -1.430291650305424e-05 1.167673904711143 96448.709693126 287.7412770810758 0.00212066801878691 -0.0001538172450619157 -0.0002715061198585167 206497.7898698723 289096.800868766 380872.302532603 -288473.6890842072
4.503534054669892e-05 -1.49527632622804e-05 1.167621864598162 96445.02302383515 287.7431023683572 0.002509168612612107 -0.000134536016171305 -0.0002420571539219207 206499.2034671326 289098.7384329932 432760.4998765127 -348012.3671307307
4.454578706170074e-05 -1.558724504646834e-05 1.167558286144801 96440.52798014571 287.7453595378622 0.0028659662495297 -0.0001035235684664626 -0.0001989884655458352 206500.9338587186 289101.1167676574 483156.2332333853 -397045.2183780907
4.403614895922836e-05 -1.620570988269471e-05 1.167482638455502 96435.24924872775 287.7482532395649 0.003184829148525548 -6.225890239139331e-05 -0.0001455707262499051 206503.1217073773 289104.1352823267 529860.3859720945 -435155.2617582561
4.350694992688289e-05 -1.680752225653292e-05 1.167394139230577 96429.19378784507 287.7519972829107 0.003459431338210168 -1.323691684032569e-05 -8.585919260567509e-05 206505.9137483101 289108.0020883424 570326.2456755191 -462039.7201820619
4.295873375244319e-05 -1.739206376508716e-05 1.167291647945972 96422.33887301764 287.7568053281457 0.003683584320653013 4.036961524428451e-05 -2.426471537922414e-05 206509.4564880547 289112.9250255522 601595.0973018266 -477590.2695573064
4.239206376508715e-05 -1.795873375244319e-05 1.16717355411696 96414.61868457684 287.7628784432935 0.003851269625052973 9.518946513745186e-05 3.496668333860531e-05 206513.8876467554 289119.0995326872 620166.6081089755 -481984.4250795241
4.180752225653292e-05 -1.850694992688289e-05 1.167037661622628 96405.90883444315 287.7703874860879 0.003956338968467756 0.0001481980990036269 8.825263629008706e-05 206519.3237700503 289126.6912018067 621836.82196511 -475754.9987537526
4.120570988269471e-05 -1.903614895922836e-05 1.166881136977308 96396.016238768 287.7794556771922 0.003991930152052525 0.0001971752324534948 0.0001330672248991416 206525.8478689726 289135.8184156674 601519.4050635491 -459849.1419518263
