variables = x y Den P T Ma u v E H
zone i=197 and j=30
0 0 1.22494017409131 101326.65828275 288.1616360164391 2.360782038667257e-05 0.0009758845887682559 -0.002493809473685341 206799.198119469 289518.877354348 0.288764609837329 -2.179646292897377
1.2844594982802e-05 0.0008012894392913796 1.224940096765896 101326.6511168685 288.1616338279302 4.521293472185437e-05 3.006134837585384e-14 1.281162675947911e-13 206799.19666201 289518.8752686557 1.750040788924348 -13.05230254440268
5.13651812415929e-05 0.001601755499517823 1.224939865065375 101326.6296415418 288.1616272610106 8.873595405102118e-05 4.243567303108264e-14 3.017169847296941e-13 206799.1922876193 289518.869009165 3.569817925564644 -26.00256802107892
0.0001155221762700442 0.002400575647692044 1.224939479946122 101326.5939387052 288.161616323706 0.000132505599301624 5.99485738828065e-14 4.393325980789342e-13 206799.1849990156 289518.8585808986 5.528392010840079 -38.74982211351653
0.00020524965441885 0.003196929042112651 1.224938943129287 101326.5441597432 288.1616010416366 0.0001760547333027921 9.665618999621373e-14 5.33365018817733e-13 206799.1748095332 289518.8440045454 7.692902102397287 -51.19522042830586
0.0003204554146387473 0.003989997375834481 1.224938257081943 101326.4805235313 288.1615814568806 0.0002192353179533054 1.341895344841859e-13 6.911381189578236e-13 206799.1617423483 289518.8253153604 10.12736409688204 -63.24309828574452
0.0004610210752233677 0.004778965717534308 1.224937425006324 101326.4033155451 288.1615576279733 0.0002619346837583929 1.808379834766782e-13 8.580323951346003e-13 206799.1458305432 289518.8025632291 12.89176491928997 -74.80198970517058
0.0006268021954544097 0.00556302334890786 1.224936450802012 101326.3128839533 288.161529627692 0.0003040499937359496 2.466204324091947e-13 9.756570551466837e-13 206799.1271155976 289518.7758105228 16.04121393956286 -85.78559626342874
0.0008176284240242638 0.006341364597737685 1.224935339041742 101326.2096373914 288.1614975424163 0.0003454828069238375 3.050077551636221e-13 1.071913391381685e-12 206799.105647026 289518.745131552 19.62512387004918 -96.1136889550082
0.001033303674083484 0.007113189665775812 1.224934094939342 101326.0940419214 288.1614614710236 0.0003861374975301287 3.708804097168894e-13 1.200976817994359e-12 206799.0814816958 289518.7106115679 23.68644742250648 -105.7129355157623
0.001273606324733283 0.007877705450590518 1.224932724323945 101325.966618811 288.1614215246418 0.0004259207497485785 4.601041769802805e-13 1.343793132324578e-12 206799.0546837733 289518.6723466369 28.26098775539432 -114.5176452906749
0.00153828944875599 0.008634126360532691 1.224931233608495 101325.8279417437 288.1613778261229 0.0004647414422521412 5.584595286212135e-13 1.432791385536092e-12 206799.0253244835 289518.6304432503 33.37679751330624 -122.4704252446493
0.001827081066349457 0.009381675121984352 1.224929629759557 101325.6786342683 288.1613305098933 0.0005025106922981578 6.467430757606252e-13 1.553861206371465e-12 206798.9934821524 289518.5850183224 39.05367482897486 -129.5227401859459
0.002139684424604688 0.01011958357805985 1.224927920261623 101325.5193666964 288.1612797215272 0.0005391419769639285 7.441165739141553e-13 1.658402581927731e-12 206798.9592420628 289518.5361989244 45.30276380300384 -135.635370903292
0.002475778302439522 0.01084709347793895 1.224926113081207 101325.3508530577 288.1612256175356 0.0005745512926680932 8.567001275050501e-13 1.738949262364287e-12 206798.9226964739 289518.4841222436 52.1262644144188 -140.7787647970923
0.002835017340674998 0.01156345725602088 1.224924216625628 101325.1738475189 288.1611683648775 0.0006086573354358301 9.667128209045472e-13 1.816671812981951e-12 206798.8839444515 289518.4289352732 59.51725614046077 -144.9332743754442
0.003217032396915268 0.01226793880009845 1.224922239701809 101324.9891408775 288.161108140683 0.0006413816938991433 1.099131202719761e-12 1.897919321702801e-12 206798.8430918578 289518.3707947222 67.45963797337913 -148.0892807556086
0.003621430924866345 0.01295981420776313 1.224920191469733 101324.7975565072 288.1610451316709 0.0006726490485758297 1.227754009569537e-12 1.970937302253617e-12 206798.8002511277 289518.3098666252 75.92818639586764 -150.2472000658671
0.004047797377703987 0.01363837253026372 1.224918081396889 101324.5999464821 288.1609795338439 0.0007023873773853158 1.34724176259482e-12 2.004903187913243e-12 206798.7555412489 289518.2463262341 84.88873158810227 -151.4173728062426
0.004495693635076105 0.01430291650305424 1.224915919206989 101324.3971870949 288.1609115518078 0.0007305281626283468 1.48141221512077e-12 2.06686057158123e-12 206798.7090874745 289518.1803575364 94.29845051870973 -151.619836824725
0.004964659453301085 0.0149527632622804 1.224913714831122 101324.1901747089 288.1608413984645 0.0007570066023936629 1.610801769746928e-12 2.115634056831794e-12 206798.6610213062 289518.1121531494 104.1062746055894 -150.8839868582219
0.005454212938299257 0.01558724504646834 1.224911478352463 101323.9798209033 288.1607692942152 0.0007817618210236905 1.75168907157186e-12 2.144819044591628e-12 206798.611480123 289518.0419137204 114.253407508612 -149.2481242403802
0.00596385104077164 0.01620570988269471 1.224909219955264 101323.7670481449 288.1606954666498 0.0008047370827654245 1.887927314481175e-12 2.190435333115914e-12 206798.5606071584 289517.9698478149 124.6739485269932 -146.7589022336555
0.006493050073117111 0.01680752225653292 1.224906949866682 101323.5527846454 288.1606201496069 0.0008258800032453724 2.0153045898752e-12 2.214742278461301e-12 206798.5085510197 289517.8961711659 135.2956138850836 -143.470673384253
0.007041266247556809 0.01739206376508716 1.22490467830494 101323.3379599541 288.1605435828355 0.0008451427632258117 2.143271671251057e-12 2.198866089209162e-12 206798.4554656338 289517.8211065225 146.0405487802362 -139.4447468451785
0.007607936234912838 0.01795873375244319 1.224902415419258 101323.1234995951 288.1604660108737 0.0008624823178942365 2.299403722982873e-12 2.196930137809971e-12 206798.401509621 289517.7448827024 156.8262200062617 -134.7485653137193
0.00819247774346708 0.01850694992688289 1.224900171238084 101322.9103206672 288.1603876827155 0.0008778606057031467 2.4649657315301e-12 2.202342475055019e-12 206798.3468462261 289517.6677344264 167.5663810202623 -129.4548102780267
0.008794290117305292 0.01903614895922836 1.224897955609139 101322.6993265118 288.1603088507488 0.0008912447544528354 2.570707535731742e-12 2.162985068832057e-12 206798.291642712 289517.589901408 178.1720956958581 -123.6404494375024
0.00941275495353166 0.01954578706170075 1.224895778147077 101322.4914022974 288.1602297705132 0.0009026072820114074 2.665707932170136e-12 2.125889742021769e-12 206798.2360703283 289517.5116282519 188.552813720203 -117.3857338583168
0.0100472367377196 0.02003534054669892 1.224893648175885 101322.2874100451 288.1601507001004 0.0009119263088901778 2.818856259523272e-12 2.101867291326442e-12 206798.1803040094 289517.4331639801 198.6174806999239 -110.7731630869168
0.01069708349694576 0.0205043063649239 1.224891574671813 101322.0881837262 288.1600718996406 0.0009191857646040558 2.956829225908564e-12 2.050193348424045e-12 206798.1245221156 289517.3547616263 208.2756726253863 -103.8864186776478
0.01136162746973629 0.02095220262229602 1.224889566211914 101321.8945249247 288.1599936310703 0.0009243756357909813 3.065478426655943e-12 1.9895543545978e-12 206798.0689063626 289517.2766780977 217.4387252645787 -96.80929526937217
0.01204018579223688 0.02137856907513366 1.224887630899443 101321.7071956055 288.1599161551152 0.0009274921478120111 3.208933119225321e-12 1.928950055241074e-12 206798.0136397251 289517.1991712124 226.0208421961908 -89.62462712789355
0.01273206119990155 0.02178296760308474 1.224885776333149 101321.5269157228 288.1598397317133 0.0009285379455417432 3.310351992524829e-12 1.847876018867822e-12 206797.9589067873 289517.1225001729 233.9401526777719 -82.41328158621302
0.01343654274397912 0.022164982659325 1.224884009553436 101321.3543580141 288.159764617874 0.000927521983281839 3.397671033411598e-12 1.746984501505011e-12 206797.9048922003 289517.0469234071 241.1197574680513 -75.25322215337496
0.01415290652206105 0.02252422169756048 1.224882337010798 101321.1901451973 288.1596910671313 0.0009244595506511119 3.505376544588046e-12 1.66612557084278e-12 206797.8517802747 289516.9726980055 247.4888043657984 -68.21850131048384
0.01488041642194016 0.02286031557539531 1.224880764527186 101321.0348462016 288.1596193279135 0.0009193725397954162 3.587671826288386e-12 1.589638143340011e-12 206797.799753799 289516.9000780698 252.983443665737 -61.37831478072043
0.01561832487801565 0.02317291893365054 1.224879297290769 101320.8889762546 288.159549645022 0.0009122895763214671 3.669023418417794e-12 1.462920062866857e-12 206797.7489950514 289516.8293161514 257.5476858179175 -54.79618724220681
0.01636587363946731 0.02346171055124401 1.224877939820336 101320.752993434 288.1594822581991 0.0009032462229356905 3.725797448339563e-12 1.364370422196615e-12 206797.6996847069 289516.7606617455 261.1341809814498 -48.52924260100747
0.01712229454940949 0.02372639367526672 1.224876695934655 101320.6272957336 288.1594174009913 0.0008922850633066024 3.793743097446622e-12 1.274889915858779e-12 206797.6520009209 289516.6943600494 263.7048651066661 -42.62758614781444
0.01788681033422419 0.02396669632591652 1.224875568724685 101320.5122183116 288.1593552994605 0.0008794557281489473 3.838998563487905e-12 1.133586280399612e-12 206797.6061182742 289516.6306505373 265.2315037524992 -37.13379458494893
0.01865863540226231 0.02418237157597573 1.224874560527523 101320.4080307195 288.1592961704301 0.0008648148586572533 3.873235066009784e-12 1.010386219135739e-12 206797.5622063578 289516.5697650415 265.6961121668846 -32.08251638736172
0.01943697665109215 0.02437319780454559 1.224873672917661 101320.3149358959 288.1592402206824 0.0008484260411302433 3.915076596250344e-12 9.01211397175139e-13 206797.5204290182 289516.5119267672 265.0912463941061 -27.50018540192737
0.0202210342824657 0.02453897892477663 1.224872906696087 101320.233068677 288.1591876452825 0.0008303597102309557 3.911884705054547e-12 7.692423087402034e-13 206797.4809429553 289516.4573484102 263.4201545565577 -23.40485953230601
0.02101000262416552 0.02467954458536125 1.224872261896615 101320.1624960704 288.1591386268702 0.000810693018177982 3.936295733808493e-12 6.260460899687459e-13 206797.4438969984 289516.4062312278 260.6967853436104 -19.80618961998361
0.02180307095788735 0.02479475034558115 1.224871737789339 101320.1032169749 288.1590933340491 0.000789509669169918 3.902947409706314e-12 5.023542345994336e-13 206797.4094307183 289516.3587631904 256.94565171137 -16.7055214641293
0.02259942435230796 0.02488447782372996 1.224871332899496 101320.0551634742 288.159051920628 0.0007668997098014497 3.842634543893553e-12 3.852942270787807e-13 206797.3776736387 289516.3151179741 252.2015494604571 -14.09612954158126
0.02339824450048218 0.02494863481875841 1.224871045024595 101320.0182017402 288.1590145241595 0.0007429592791070415 3.868495801473415e-12 2.508830816705387e-13 206797.3487439366 289516.2754532418 246.5091341029175 -11.9635790602276
0.02419871056070862 0.0249871554050172 1.224870871264595 101319.99213429 288.1589812652604 0.0007177903099048148 3.842419438182532e-12 1.22929661242055e-13 206797.3227476958 289516.2399097015 239.9223594045359 -10.28621067815019
0.025 0.025 1.224870808051324 101319.9767020292 288.1589522465005 0.0006915001861293948 3.706951412496551e-12 4.044724624674423e-15 206797.2997778519 289516.2086097323 232.5037855263005 -9.03574002710581
0.02580128943929138 0.0249871554050172 1.224870851188443 101319.9715874064 288.1589275519731 0.0006642013487113257 3.656866476298148e-12 -1.110999313380656e-13 206797.2799136287 289516.1816566981 224.3237644258182 -8.177962293304551
0.02660175549951782 0.02494863481875841 1.224870995891612 101319.9764174667 288.1589072465296 0.0006360108531562624 3.637229406550091e-12 -2.160177418886189e-13 206797.2632197412 289516.1591339299 215.4595145590966 -7.673549787068683
0.02740057564769204 0.02488447782372996 1.224871236837923 101319.9907677833 288.1588913753318 0.000607049871900236 3.502788337161888e-12 -3.116526134383513e-13 206797.2497458383 289516.141104041 205.9940968623687 -7.478928853141261
0.02819692904211265 0.02479475034558115 1.224871568217775 101320.0141663595 288.1588799627463 0.0005774431435779431 3.382148727748557e-12 -4.123611174744468e-13 206797.2395254887 289516.1276075947 196.0153078302162 -7.547220460041948
0.02898999737583448 0.02467954458536125 1.224871983796667 101320.0460982256 288.1588730108802 0.0005473183649894395 3.290527572641366e-12 -5.072383485460463e-13 206797.2325749313 289516.1186614345 185.6145056292891 -7.829227642681207
0.02977896571753431 0.02453897892477663 1.224872476981918 101320.0860100587 288.1588704970241 0.0005168055299954923 3.159042472056228e-12 -5.924028628756517e-13 206797.2288910623 289516.114255938 174.8853882743623 -8.274451448609003
0.03056302334890786 0.02437319780454559 1.224873040898471 101320.1333153541 288.1588723705279 0.0004860362160301648 3.014921645672075e-12 -6.632628474223523e-13 206797.2284490467 289516.1143517304 163.9227429852889 -8.832116382363736
0.03134136459773768 0.02418237157597574 1.224873668466714 101320.1873996243 288.1588785492781 0.0004551428248320357 2.889549710616279e-12 -7.212043462434536e-13 206797.2311996724 289516.1188760281 152.821187973802 -9.452185529829931
0.03211318966577582 0.02396669632591652 1.224874352480647 101320.2476260178 288.158888917289 0.0004242577807269815 2.737865489876867e-12 -7.849727812203611e-13 206797.2370675388 289516.1277201357 141.6739274036315 -10.08634523330138
0.03287770545059052 0.02372639367526672 1.224875085675636 101320.3133409443 288.1589033247633 0.0003935126932356166 2.557308531603297e-12 -8.260597067488717e-13 206797.2459510528 289516.1407394594 130.571541365926 -10.6889396900416
0.03363412636053269 0.02346171055124401 1.224875860780619 101320.3838799948 288.1589215926465 0.0003630374867295625 2.398463372355053e-12 -8.513415666877577e-13 206797.2577256866 289516.1577580717 119.6008311874879 -11.21783770434372
0.03438167512198435 0.02317291893365054 1.224876670547648 101320.4585739229 288.1589435226882 0.00033295950660607 2.239167185003055e-12 -8.74656250204886e-13 206797.272251224 289516.1785788468 108.8437396505626 -11.6352158015639
0.03511958357805985 0.02286031557539531 1.224877507761408 101320.5367548896 288.1589689129647 0.0003034026160132174 2.055130371436675e-12 -8.799870554465627e-13 206797.289382963 289516.2029991185 98.37636381979539 -11.90824473729203
0.03584709347793896 0.02252422169756048 1.22487836523653 101320.617762735 288.1589975763472 0.0002744863082463822 1.86943169278031e-12 -8.632851378198581e-13 206797.3089850675 289516.2308293338 88.26807692513697 -12.00966873566918
0.03656345725602089 0.022164982659325 1.224879235822032 101320.7009512292 288.1590293572353 0.0002463248670563256 1.676856570265173e-12 -8.330107437171108e-13 206797.3309427064 289516.2619099944 78.58077454929231 -11.91826748498739
0.03726793880009845 0.02178296760308473 1.224880112435432 101320.7856937737 288.1590641397469 0.0002190266084606858 1.50114295993653e-12 -8.086257358153048e-13 206797.3551680909 289516.2961200466 69.36826025247152 -11.61918921613042
0.03795981420776312 0.02137856907513366 1.224880988150852 101320.8713881023 288.1591018403609 0.0001926932225730968 1.357263260115538e-12 -7.77499592485853e-13 206797.381595378 289516.333369672 60.67578540433736 -11.10413981629286
0.03863837253026373 0.02095220262229601 1.22488185635503 101320.9574592611 288.1591423796891 0.0001674192037928246 1.151360257134471e-12 -6.946769548488163e-13 206797.4101606129 289516.3735721264 52.53975634279658 -10.37140991197002
0.03930291650305424 0.0205043063649239 1.224882710971191 101321.0433605843 288.1591856325863 0.0001432913185286797 9.629571445790575e-13 -6.342903632883257e-13 206797.4407661366 289516.4165938268 44.98761728365923 -9.425722025467142
0.0399527632622804 0.02003534054669892 1.22488354672823 101321.1285726444 288.1592313618368 0.0001203880276043892 8.050487360078407e-13 -5.622195417553932e-13 206797.4732332116 289516.4621879404 38.03790900899426 -8.277886224637232
0.04058724504646834 0.01954578706170074 1.22488435943479 101321.2126010527 288.1592791474229 9.877877917273517e-05 6.119844214724779e-13 -4.494781283281846e-13 206797.507251476 289516.5099235352 31.70049184121882 -6.944266796796319
0.04120570988269472 0.01903614895922836 1.224885146203274 101321.2949744863 288.159328328212 7.852314188133198e-05 4.662234140417887e-13 -3.53634656280466e-13 206797.5423373078 289516.5591272044 25.97690945876015 -5.446083063552082
0.04180752225653292 0.01850694992688289 1.224885905569698 101321.3752449411 288.1593779744838 5.966990383827731e-05 3.092361436363156e-13 -2.431128215407696e-13 206797.577814317 289516.6088556724 20.8608622204806 -3.808589880586781
0.04239206376508716 0.01795873375244319 1.224886637465455 101321.4529917941 288.1594269061233 4.225671483879553e-05 1.484181701150167e-13 -1.307441568204615e-13 206797.6128266033 289516.6579142751 16.33875812313103 -2.060201038902443
0.04295873375244319 0.01739206376508716 1.224887343024935 101321.5278308292 288.1594737635514 2.631336502879732e-05 2.732796627880063e-14 -8.234298659592909e-15 206797.6463898498 289516.7049284149 12.39031925675136 -0.2316257916137367
0.04350694992688289 0.01680752225653292 1.22488802424101 101321.5994276775 288.1595171269951 1.192361313491266e-05 -9.540680962275006e-14 1.201603378429839e-13 206797.6774770891 289516.7484635643 8.989238780293496 1.644916688210633
0.04403614895922837 0.01620570988269471 1.224888683516304 101321.6675141848 288.1595556686052 6.372853387633532e-06 -2.214366927669187e-13 2.517573823024311e-13 206797.705128015 289516.7871782448 6.103910494068451 3.536351344958145
0.04454578706170075 0.01558724504646834 1.224889323183475 101321.7319052809 288.1595883132842 1.300477850038589e-05 -3.550546358657702e-13 4.38261623172953e-13 206797.7285645059 289516.8199857172 3.698226027668552 5.409261619595926
0.04503534054669892 0.0149527632622804 1.224889945043865 101321.7925095356 288.1596143772432 2.31356099792138e-05 -4.657491840115435e-13 6.629193721741089e-13 206797.7472901211 289516.8461932525 1.732456481243056 7.23030714284949
0.04550430636492389 0.01430291650305424 1.224890550019667 101321.849333018 288.1596336608044 3.194238612734132e-05 -5.632345718292742e-13 8.997676735622573e-13 206797.761156715 289516.8655953855 0.164284859335311 8.966572094742006
0.04595220262229601 0.01363837253026371 1.22489113797259 101321.902474807 288.1596464782927 3.943277843519605e-05 -7.040383900869251e-13 1.191146573736868e-12 206797.7703858609 289516.8785039196 -1.050054840135859 10.58587548726478
0.04637856907513366 0.01295981420776312 1.224891707693583 101321.9521121426 288.1596536182218 4.564722640537187e-05 -8.467684019242139e-13 1.550439464315101e-12 206797.7755402203 289516.8857078671 -1.954623940437941 12.05710421491817
0.04678296760308474 0.01226793880009845 1.224892257067611 101321.9984787161 288.159656242786 5.062945917664403e-05 -9.685841538542572e-13 1.965420014238273e-12 206797.7774513389 289516.888372393 -2.592664618695931 13.35060830528239
0.04716498265932501 0.01156345725602088 1.224892783360377 101322.0418376323 288.1596557435125 5.442189479501694e-05 -1.074857650801286e-12 2.375358590378518e-12 206797.7771159757 289516.8878937083 -3.005591936332554 14.43867838402589
0.04752422169756048 0.01084709347793895 1.224893283572794 101322.0824532411 288.1596535777593 5.706426801937031e-05 -1.173349611915953e-12 2.816760713564292e-12 206797.775578694 289516.8857347256 -3.232154930690947 15.29611048314469
0.04786031557539532 0.01011958357805984 1.224893754791597 101322.1205645385 288.1596511105855 5.859375511111125e-05 -1.273137411467173e-12 3.289256887695213e-12 206797.7738183212 289516.8832661259 -3.30780785913 15.9008415129891
0.04817291893365054 0.009381675121984354 1.224894194482476 101322.1563633395 288.1596494837156 5.904612578638526e-05 -1.333069722317393e-12 3.733073745959548e-12 206797.7726538656 289516.881634661 -3.264303740118966 16.23462831888979
0.04846171055124401 0.008634126360532691 1.22489460068423 101322.1899787554 288.1596495257177 5.845759172505253e-05 -1.359734590547501e-12 4.112760479402233e-12 206797.7726800215 289516.881672874 -3.129492340854333 16.28373773269188
0.04872639367526672 0.007877705450590515 1.224894972076737 101322.2214674403 288.159651708276 5.686703657290323e-05 -1.343757353652886e-12 4.39978609101388e-12 206797.7742357585 289516.8838551362 -2.927283801423636 16.03961000178615
0.04896669632591653 0.007113189665775806 1.22489530794541 101322.2508112989 288.1596561480343 5.431836838849407e-05 -1.288851404074309e-12 4.588594261500933e-12 206797.7774056116 289516.8882994663 -2.677729930647965 15.49945383396577
0.04918237157597574 0.006341364597737689 1.224895608057573 101322.2779207756 288.1596626450337 5.086276275687624e-05 -1.196263140629261e-12 4.6721368093805e-12 206797.7820472254 289516.8948061088 -2.397190092014513 14.66672287129982
0.04937319780454559 0.005563023348907856 1.224895872493495 101322.3026434537 288.159670746918 4.656058768759585e-05 -1.071627270428366e-12 4.590506794133198e-12 206797.7878373749 289516.9029219852 -2.098561212771275 13.55142984004307
0.04953897892477663 0.004778965717534307 1.224896101475953 101322.3247774839 288.1596798272207 4.14828920782896e-05 -9.438595738320288e-13 4.296459021890797e-12 206797.7943280762 289516.9120192783 -1.791553071398204 12.17026552209332
