1.05789 86364.6 284.397 0.270056 91.1359 5.45339 208265
1.08007 85611.1 276.125 0.459098 152.419 12.5654 209856
1.08695 85276.3 273.304 0.518749 171.307 14.5197 210915
1.07569 84699.3 274.297 0.498666 164.464 19.0677 210555
1.07645 84430.3 273.233 0.520275 171.191 20.4263 210947
1.06723 83640.4 273.014 0.522975 171.853 21.7973 210933
1.06602 83355.5 272.392 0.536293 176.023 22.3758 211224
1.05939 82739.4 272.073 0.540246 177.174 22.8568 211210
1.05756 82458.4 271.617 0.55032 180.322 23.3011 211455
1.05228 81943.5 271.275 0.554572 181.574 23.6699 211445
1.0499 81638.3 270.877 0.563265 184.287 24.004 211664
1.04513 81153.8 270.5 0.568243 185.786 24.2077 211675
1.0424 80830.3 270.127 0.576108 188.27 24.1996 211872
1.03877 80457.6 269.82 0.580154 189.525 24.0364 211885
1.03684 80232.4 269.566 0.585584 191.247 23.9453 212029
1.03404 79940.9 269.315 0.588841 192.234 23.9603 212038
1.03189 79700 269.061 0.593932 193.814 24.0809 212164
1.02886 79378.8 268.768 0.59807 195.064 24.1886 212199
1.02615 79081.9 268.468 0.603658 196.798 24.2274 212324
1.02311 78757.5 268.162 0.608174 198.192 24.1109 212378
1.02048 78471.1 267.876 0.613292 199.797 23.9361 212487
1.01782 78187.8 267.605 0.61736 201.075 23.6253 212542
1.01572 77960.6 267.379 0.621355 202.341 23.3343 212628
1.01346 77719.1 267.145 0.624831 203.428 23.0757 212675
1.01148 77506 266.934 0.628474 204.576 22.8137 212751
1.00951 77294.9 266.728 0.631565 205.539 22.6 212796
1.00743 77072.1 266.507 0.635212 206.664 22.4974 212867
1.00491 76802.1 266.241 0.63926 207.908 22.3444 212930
1.00247 76541.1 265.982 0.64348 209.224 22.0532 213012
1.00014 76292.6 265.736 0.647241 210.4 21.6897 213075
0.997941 76058.1 265.502 0.650968 211.567 21.3236 213145
0.995733 75822.9 265.268 0.654535 212.683 20.9312 213206
0.993602 75595.9 265.041 0.65811 213.801 20.5418 213273
0.991239 75344.6 264.79 0.661897 214.978 20.1351 213337
0.98904 75110.8 264.555 0.665577 216.136 19.6022 213407
0.987154 74910.7 264.354 0.668626 217.097 19.0939 213461
0.984838 74664.8 264.106 0.672347 218.244 18.7128 213526
0.982221 74387.4 263.826 0.676613 219.568 18.1598 213605
0.979605 74110.4 263.545 0.680816 220.884 17.3975 213680
0.978035 73944.5 263.377 0.683462 221.75 16.4399 213735
0.976925 73827.4 263.259 0.685176 222.301 15.8607 213763
0.974255 73545.2 262.972 0.68928 223.542 15.4966 213827
0.971774 73283.4 262.705 0.69346 224.848 14.624 213915
0.969782 73073.6 262.491 0.696531 225.807 13.8014 213966
0.967428 72825.7 262.237 0.700294 226.966 13.0603 214036
0.964566 72524.7 261.927 0.704788 228.341 12.1573 214116
0.961897 72244.1 261.638 0.709105 229.677 10.968 214201
0.959644 72007.8 261.395 0.712632 230.773 9.63955 214265
0.957776 71812.1 261.193 0.715593 231.698 8.23281 214321
0.956453 71673.8 261.05 0.717653 232.349 6.7957 214359
0.955416 71565.7 260.939 0.719252 232.852 5.5041 214388
0.953694 71385.7 260.753 0.721839 233.631 4.3255 214431
0.951317 71137.1 260.494 0.725545 234.737 2.85749 214499
0.950044 71004.6 260.357 0.727653 235.372 1.06546 214546
0.948597 70854.1 260.202 0.729701 235.966 -0.496561 214574
0.946526 70638 259.976 0.732965 236.907 -2.37039 214637
0.945487 70530.2 259.865 0.734601 237.351 -4.66478 214671
0.945854 70569.6 259.909 0.734008 237.127 -6.82246 214661
0.945263 70508.9 259.848 0.734612 237.231 -8.76328 214657
0.945307 70514.1 259.855 0.734726 237.17 -11.1749 214672
0.945968 70584.7 259.933 0.733391 236.655 -13.4585 214634
0.946713 70663.4 260.018 0.7322 236.162 -15.8097 214613
0.948131 70813.1 260.179 0.729825 235.293 -18.2049 214565
0.94911 70917 260.292 0.728076 234.588 -20.4998 214525
0.949829 70993.5 260.376 0.726836 233.973 -23.1871 214499
0.951563 71176.7 260.572 0.724045 232.842 -26.138 214449
0.953811 71414.2 260.825 0.720303 231.39 -29.0458 214374
