1.0533 85870 283.999 0.279841 94.2741 7.10005 208281
1.07781 85223.3 275.45 0.473705 156.897 14.9579 210097
1.08154 84720.1 272.879 0.527045 173.74 16.6422 211063
1.07228 84314.3 273.918 0.50743 167.084 20.6818 210750
1.07237 83994.3 272.855 0.527645 173.417 21.3506 211079
1.06498 83391 272.775 0.528875 173.654 22.5162 211089
1.06377 83116.7 272.188 0.540394 177.264 22.8381 211308
1.0585 82642.2 271.98 0.543274 178.102 23.2516 211317
1.05682 82384.7 271.563 0.551737 180.739 23.5829 211499
1.05263 81982.4 271.314 0.555138 181.747 23.8891 211510
1.05052 81710.7 270.959 0.562359 183.996 24.1457 211672
1.04667 81323.3 270.665 0.566535 185.265 24.2904 211699
1.0443 81042.2 270.341 0.573015 187.315 24.2202 211847
1.04151 80756.9 270.112 0.576249 188.335 24.0072 211869
1.04 80579.8 269.91 0.580383 189.655 23.8635 211970
1.03796 80368.9 269.733 0.582804 190.399 23.8335 211984
1.03631 80181.7 269.534 0.586652 191.595 23.904 212071
1.03401 79939.3 269.316 0.589881 192.578 23.9682 212105
1.03187 79703.1 269.078 0.594229 193.934 23.9604 212196
1.02957 79457.7 268.849 0.597755 195.037 23.8055 212242
1.02755 79237.5 268.63 0.601636 196.267 23.59 212321
1.02564 79033 268.436 0.604658 197.235 23.2463 212364
1.02418 78874.4 268.279 0.607435 198.133 22.9198 212421
1.02267 78712.1 268.124 0.609818 198.896 22.629 212455
1.02137 78571.6 267.985 0.612229 199.673 22.3333 212504
1.02015 78440.8 267.86 0.614178 200.296 22.0875 212533
1.0188 78296 267.717 0.616545 201.039 21.9473 212577
1.01711 78113.9 267.54 0.619318 201.907 21.7597 212620
1.01548 77939.3 267.369 0.622163 202.814 21.4374 212674
1.01402 77782.5 267.216 0.624578 203.592 21.0472 212714
1.01268 77638.7 267.075 0.626881 204.336 20.654 212756
1.01138 77499.7 266.939 0.629023 205.03 20.2369 212792
